"frame" "survey" "transect" "y" "file" "timestamp" "time" "altitude" "depth" "heading" "lat" "lon" "pitch" "roll" "surge" "brightness" "exposure" "gain" "gamma" "shutter" "white_bu" "white_rv" "alt"
"238" 13 3 2 1 "frame004526_0.jpg" 1321539194.89801 "2011111714:13:14.898" 1.97279 27.0049 117.476 6505.4759 2245.5993 -0.181274 -2.51587 1.056 0 0.554626 25.9161 1 0.0105028 89 79 2
"239" 14 3 2 2 "frame004532_0.jpg" 1321539197.8983 "2011111714:13:17.898" 1.97552 26.9113 116.592 6505.4747 2245.5965 -0.461426 -3.69141 1.089 0 0.464905 25.9161 1 0.0105028 89 79 2
"240" 15 3 2 1 "frame004538_0.jpg" 1321539200.43806 "2011111714:13:20.438" 2.01527 26.8152 116.834 6505.4735 2245.5937 -1.17554 -2.71362 1.093 0 0.502502 25.9161 1 0.0105028 89 79 2
"241" 16 3 2 4 "frame004541_0.jpg" 1321539202.09808 "2011111714:13:22.098" 2.12608 26.7819 115.581 6505.4728 2245.5921 0.0604248 0.0714111 1.037 0 0.491882 25.9161 1 0.0105028 89 79 2.1
"242" 17 3 2 3 "frame004397_0.jpg" 1321539135.37797 "2011111714:12:15.377" 2.23129 27.9165 118.657 6505.5018 2245.66 -2.62024 -1.46667 1.1 0 0.357544 25.9161 1 0.0105028 89 79 2.2
"243" 18 3 2 2 "frame004400_0.jpg" 1321539137.04786 "2011111714:12:17.047" 2.2141 27.9456 119.113 6505.5011 2245.6582 -1.95557 -2.49939 1.113 0 0.357544 25.9161 1 0.0105028 89 79 2.2
"244" 19 3 2 0 "frame004945_0.jpg" 1321539388.93838 "2011111714:16:28.938" 2.13141 33.477 116.682 6505.3949 2245.4078 -2.25769 -2.4939 1.082 0 0.0945435 25.9161 1 0.0105028 89 79 2.1
"245" 20 3 2 1 "frame004970_0.jpg" 1321539400.3584 "2011111714:16:40.358" 1.94583 33.5797 116.617 6505.3898 2245.3957 0.455933 -1.2085 1.145 0 0.202942 25.9161 1 0.0105028 89 79 1.9
"246" 21 3 2 3 "frame004992_0.jpg" 1321539410.48836 "2011111714:16:50.488" 2.11778 33.4236 118.71 6505.3851 2245.3843 -2.40601 -1.86768 1.196 0 0.222412 25.9161 1 0.0105028 89 79 2.1
"247" 22 3 2 0 "frame004995_0.jpg" 1321539412.12947 "2011111714:16:52.129" 2.0582 33.4394 116.688 6505.3843 2245.3824 -0.098877 -4.30664 1.21 0 0.369263 25.9161 1 0.0105028 89 79 2.1
"248" 23 3 2 4 "frame004998_0.jpg" 1321539413.38821 "2011111714:16:53.388" 1.94536 33.3805 118.808 6505.3838 2245.381 -0.76355 1.75232 1.196 0 0.369263 25.9161 1 0.0105028 89 79 1.9
"249" 24 3 2 1 "frame005001_0.jpg" 1321539414.66836 "2011111714:16:54.668" 1.96289 33.3485 120.077 6505.3832 2245.3795 -0.900879 -2.76855 1.198 0 0.315918 25.9161 1 0.0105028 89 79 2
"250" 25 3 2 3 "frame005013_0.jpg" 1321539420.14828 "2011111714:17:00.148" 2.01909 33.1218 118.847 6505.3806 2245.3734 -0.324097 -1.05469 1.192 0 0.222412 25.9161 1 0.0105028 89 79 2
"251" 1 3 3 7 "frame005290_0.jpg" 1321539623.46813 "2011111714:20:23.468" 1.85826 30.311 329.162 6505.4721 2245.4988 1.03271 -1.98303 1.309 0 0.574951 25.9161 1 0.0105028 90 80 1.9
"252" 2 3 3 2 "frame005300_0.jpg" 1321539628.05837 "2011111714:20:28.058" 1.80853 30.0754 329.689 6505.4744 2245.5047 1.54358 -1.4447 1.34 0 0.934692 25.9161 1 0.0105028 90 80 1.8
"253" 3 3 3 2 "frame005055_0.jpg" 1321539515.17899 "2011111714:18:35.178" 2.11552 33.5968 332.229 6505.4137 2245.3609 -2.28516 -0.994263 1.252 0 0.345764 25.9161 1 0.0105028 90 80 2.1
"254" 4 3 3 0 "frame005067_0.jpg" 1321539520.73828 "2011111714:18:40.738" 1.91568 33.5435 333.256 6505.4165 2245.3678 1.13708 0.0878906 1.301 0 0.448486 25.9161 1 0.0105028 90 80 1.9
"255" 5 3 3 2 "frame005075_0.jpg" 1321539524.4381 "2011111714:18:44.438" 1.89221 33.3912 333.662 6505.4184 2245.3727 -0.598755 -4.72412 1.304 0 0.507812 25.9161 1 0.0105028 90 80 1.9
"256" 6 3 3 1 "frame005088_0.jpg" 1321539530.31792 "2011111714:18:50.317" 1.90693 33.1236 334.882 6505.4216 2245.3803 0.648193 -1.10962 1.314 0 0.486511 25.9161 1 0.0105028 90 80 1.9
"257" 7 3 3 1 "frame005101_0.jpg" 1321539536.6681 "2011111714:18:56.668" 1.88043 32.8367 333.811 6505.4251 2245.3883 0.439453 -1.82922 1.382 0 0.437439 25.9161 1 0.0105028 90 80 1.9
"258" 8 3 3 3 "frame005112_0.jpg" 1321539541.71811 "2011111714:19:01.718" 1.88314 32.6004 330.289 6505.4279 2245.3946 0.439453 -2.81799 1.368 0 0.533997 25.9161 1 0.0105028 90 80 1.9
"259" 9 3 3 2 "frame005117_0.jpg" 1321539543.83811 "2011111714:19:03.838" 1.86919 32.5589 332.855 6505.429 2245.3972 1.69739 -1.46118 1.362 0 0.48114 25.9161 1 0.0105028 90 80 1.9
"260" 10 3 3 4 "frame005145_0.jpg" 1321539556.86803 "2011111714:19:16.868" 1.81484 32.019 330.415 6505.4361 2245.4134 2.79053 -2.34009 1.423 0 0.52356 25.9161 1 0.0105028 90 80 1.8
"261" 11 3 3 12 "frame005161_0.jpg" 1321539564.00822 "2011111714:19:24.008" 1.83496 31.5995 329.377 6505.4402 2245.4228 1.13708 -3.57605 1.344 0 0.528809 25.9161 1 0.0105028 90 80 1.8
"262" 12 3 3 3 "frame005180_0.jpg" 1321539572.84805 "2011111714:19:32.848" 1.9887 31.2872 328.339 6505.4451 2245.4341 -0.928345 -0.032959 1.393 0 0.448486 25.9161 1 0.0105028 90 80 2
"263" 13 3 3 6 "frame005184_0.jpg" 1321539574.54809 "2011111714:19:34.548" 1.89776 31.2822 327.932 6505.446 2245.4363 0.521851 -4.20776 1.415 0 0.52356 25.9161 1 0.0105028 90 80 1.9
"264" 14 3 3 2 "frame005190_0.jpg" 1321539577.49803 "2011111714:19:37.498" 1.90915 31.1787 326.438 6505.4476 2245.4402 1.3678 -4.02649 1.403 0 0.453979 25.9161 1 0.0105028 90 80 1.9
"265" 15 3 3 4 "frame005195_0.jpg" 1321539579.6081 "2011111714:19:39.608" 1.98423 31.0743 329.207 6505.4487 2245.4431 -0.109863 -2.7356 1.372 0 0.375061 25.9161 1 0.0105028 90 80 2
"266" 16 3 3 2 "frame005218_0.jpg" 1321539590.14808 "2011111714:19:50.148" 2.16888 30.9916 329.465 6505.4543 2245.4565 -1.03271 -0.615234 1.344 0 0.375061 25.9161 1 0.0105028 90 80 2.2
"267" 17 3 3 2 "frame005222_0.jpg" 1321539592.21837 "2011111714:19:52.218" 2.09338 31.0631 331.321 6505.4554 2245.4592 -0.274658 -0.598755 1.336 0 0.380859 25.9161 1 0.0105028 90 80 2.1
"268" 18 3 3 2 "frame005237_0.jpg" 1321539599.00818 "2011111714:19:59.008" 1.93464 31.0715 330.415 6505.4589 2245.4678 0.692139 -2.58728 1.328 0 0.589966 25.9161 1 0.0105028 90 80 1.9
"269" 19 3 3 3 "frame005243_0.jpg" 1321539601.94822 "2011111714:20:01.948" 2.0087 30.949 330.503 6505.4606 2245.4716 -0.791016 0.362549 1.377 0 0.507812 25.9161 1 0.0105028 90 80 2
"270" 20 3 3 2 "frame005249_0.jpg" 1321539604.49806 "2011111714:20:04.498" 2.13141 30.8359 330.184 6505.462 2245.4748 -1.97754 0.43396 1.388 0 0.333923 25.9161 1 0.0105028 90 80 2.1
"271" 21 3 3 1 "frame005251_0.jpg" 1321539605.34812 "2011111714:20:05.348" 2.11058 30.8292 329.184 6505.4624 2245.4758 -1.33484 -2.7356 1.365 0 0.380859 25.9161 1 0.0105028 90 80 2.1
"272" 22 3 3 1 "frame005257_0.jpg" 1321539608.33822 "2011111714:20:08.338" 2.08558 30.7685 328.124 6505.4641 2245.4796 -2.64221 -5.33386 1.369 0 0.357544 25.9161 1 0.0105028 90 80 2.1
"273" 23 3 3 4 "frame005267_0.jpg" 1321539612.9881 "2011111714:20:12.988" 1.89651 30.86 330.019 6505.4664 2245.4854 0.593262 -0.390015 1.345 0 0.544312 25.9161 1 0.0105028 90 80 1.9
"274" 24 3 3 3 "frame005272_0.jpg" 1321539615.0887 "2011111714:20:15.088" 1.90856 30.7528 329.211 6505.4676 2245.4882 0.0604248 -1.87317 1.351 0 0.619629 25.9161 1 0.0105028 90 80 1.9
"275" 25 3 3 3 "frame005283_0.jpg" 1321539620.11844 "2011111714:20:20.118" 1.84215 30.4947 328.728 6505.4703 2245.4945 1.16455 -3.89465 1.287 0 0.772583 25.9161 1 0.0105028 90 80 1.8
"276" 1 3 4 2 "frame005439_0.jpg" 1321539833.75802 "2011111714:23:53.758" 2.12102 27.6907 109.203 6505.5426 2245.5763 2.34009 2.92786 0.765 0 0.431885 25.9161 1 0.0105028 90 80 2.1
"277" 2 3 4 2 "frame005442_0.jpg" 1321539835.03821 "2011111714:23:55.038" 2.14649 27.6512 116.141 6505.5422 2245.5753 -2.05994 3.49915 0.759 0 0.464905 25.9161 1 0.0105028 90 80 2.1
"278" 3 3 4 1 "frame005472_0.jpg" 1321539848.93794 "2011111714:24:08.937" 2.22169 27.9154 118.696 6505.537 2245.5635 -2.90039 -1.69739 0.962 0 0.398071 25.9161 1 0.0105028 90 80 2.2
"279" 4 3 4 3 "frame005496_0.jpg" 1321539859.91792 "2011111714:24:19.917" 2.12582 28.0802 118.026 6505.5326 2245.5529 -0.466919 0.175781 1.07 0 0.398071 25.9161 1 0.0105028 90 80 2.1
"280" 5 3 4 3 "frame005499_0.jpg" 1321539861.58796 "2011111714:24:21.587" 2.14237 28.0367 120.531 6505.532 2245.5512 -1.59302 -1.64795 1.088 0 0.357544 25.9161 1 0.0105028 90 80 2.1
"281" 6 3 4 7 "frame005517_0.jpg" 1321539869.63802 "2011111714:24:29.638" 1.96363 28.0564 122.404 6505.5286 2245.5428 -0.455933 0.32959 1.024 0 0.475769 25.9161 1 0.0105028 90 80 2
"282" 7 3 4 3 "frame005526_0.jpg" 1321539873.84796 "2011111714:24:33.847" 1.95157 27.9623 119.108 6505.5267 2245.539 -0.725098 -3.5321 1.026 0 0.544312 25.9161 1 0.0105028 90 80 2
"283" 8 3 4 4 "frame005535_0.jpg" 1321539878.09786 "2011111714:24:38.097" 1.97927 27.8481 117.614 6505.5249 2245.5349 -0.197754 -2.0929 1.08 0 0.513062 25.9161 1 0.0105028 90 80 2
"284" 9 3 4 1 "frame005538_0.jpg" 1321539879.36794 "2011111714:24:39.367" 2.02117 27.799 118.097 6505.5244 2245.5335 0.41748 -2.87292 1.041 0 0.459473 25.9161 1 0.0105028 90 80 2
"285" 10 3 4 4 "frame005550_0.jpg" 1321539884.81805 "2011111714:24:44.818" 2.06532 27.6284 120.163 6505.522 2245.5275 -3.30139 -1.86768 1.101 0 0.709656 25.9161 1 0.0105028 90 80 2.1
"286" 11 3 4 2 "frame005553_0.jpg" 1321539886.48812 "2011111714:24:46.488" 1.81931 27.6944 119.526 6505.5213 2245.5258 0.203247 -1.71936 1.09 0 0.658203 25.9161 1 0.0105028 90 80 1.8
"287" 12 3 4 2 "frame005556_0.jpg" 1321539887.75903 "2011111714:24:47.759" 1.86123 27.6645 119.498 6505.5208 2245.5245 3.16956 -2.10938 1.068 0 0.5495 25.9161 1 0.0105028 90 80 1.9
"288" 13 3 4 3 "frame005565_0.jpg" 1321539891.96805 "2011111714:24:51.968" 1.89529 27.5101 117.878 6505.5191 2245.5204 1.48315 -1.62048 1.048 0 0.718811 25.9161 1 0.0105028 90 80 1.9
"289" 14 3 4 5 "frame005571_0.jpg" 1321539894.51812 "2011111714:24:54.518" 1.8945 27.3643 121.234 6505.518 2245.5178 -1.10413 -3.03772 1.067 0 0.672424 25.9161 1 0.0105028 90 80 1.9
"290" 15 3 4 4 "frame005577_0.jpg" 1321539897.46811 "2011111714:24:57.468" 1.8959 27.2309 121.02 6505.5167 2245.5149 -1.45569 -1.56006 1.068 0 0.559692 25.9161 1 0.0105028 90 80 1.9
"291" 16 3 4 7 "frame005589_0.jpg" 1321539902.95806 "2011111714:25:02.958" 1.94735 27.0432 117.773 6505.5143 2245.5097 1.12061 -1.24146 1.046 0 0.513062 25.9161 1 0.0105028 90 80 1.9
"292" 17 3 4 3 "frame005592_0.jpg" 1321539904.21808 "2011111714:25:04.218" 1.98161 26.9442 118.433 6505.5138 2245.5084 -0.653687 -2.59277 1.075 0 0.464905 25.9161 1 0.0105028 90 80 2
"293" 18 3 4 4 "frame005595_0.jpg" 1321539905.48807 "2011111714:25:05.488" 2.00764 26.8785 119.421 6505.5133 2245.5071 -1.00525 -1.25793 1.094 0 0.453979 25.9161 1 0.0105028 90 80 2
"294" 19 3 4 1 "frame005598_0.jpg" 1321539907.19809 "2011111714:25:07.198" 2.1454 26.8157 119.548 6505.5125 2245.5053 -1.10413 -2.43896 1.088 0 0.448486 25.9161 1 0.0105028 90 80 2.1
"295" 20 3 4 0 "frame005610_0.jpg" 1321539912.6583 "2011111714:25:12.658" 2.16374 26.8012 117.768 6505.51 2245.4999 -0.955811 -2.09839 1.104 0 0.453979 25.9161 1 0.0105028 90 80 2.2
"296" 21 3 4 3 "frame005616_0.jpg" 1321539915.1981 "2011111714:25:15.198" 2.21372 26.7782 117.274 6505.5089 2245.4973 -2.59827 -1.74683 1.099 0 0.409424 25.9161 1 0.0105028 90 80 2.2
"297" 22 3 4 3 "frame005619_0.jpg" 1321539916.87816 "2011111714:25:16.878" 2.19884 26.7722 115.758 6505.5081 2245.4955 -1.79626 -3.49915 1.092 0 0.386597 25.9161 1 0.0105028 90 80 2.2
"298" 23 3 4 0 "frame005625_0.jpg" 1321539919.438 "2011111714:25:19.438" 2.22393 26.7234 119.488 6505.507 2245.4928 -2.22473 -0.472412 1.125 0 0.27301 25.9161 1 0.0105028 90 80 2.2
"299" 24 3 4 3 "frame005721_0.jpg" 1321539964.1082 "2011111714:26:04.108" 2.24033 29.9296 116.461 6505.4886 2245.4493 -2.90039 1.43372 1.031 0 0.189819 25.9161 1 0.0105028 90 80 2.2
"300" 25 3 4 4 "frame005760_0.jpg" 1321539982.29816 "2011111714:26:22.298" 2.24422 30.4573 118.126 6505.4808 2245.4299 -2.92786 -1.66443 1.138 0 0.254272 25.9161 1 0.0105028 90 80 2.2
"301" 1 4 1 5 "frame006731_0.jpg" 1321543180.33807 "2011111715:19:40.338" 2.31045 28.6478 236.019 6505.5084 2245.51 -1.66992 -1.23047 1.615 0 0.189819 25.9161 1 0.0105028 89 79 2.3
"302" 2 4 1 3 "frame006746_0.jpg" 1321543187.54808 "2011111715:19:47.548" 2.10416 28.9708 235.8 6505.5044 2245.5212 -0.802002 0.335083 1.597 0 0.415039 25.9161 1 0.0105028 89 79 2.1
"303" 3 4 1 3 "frame006758_0.jpg" 1321543193.0282 "2011111715:19:53.028" 2.10582 28.9241 235.783 6505.5014 2245.5298 -2.15881 -2.13135 1.579 0 0.420654 25.9161 1 0.0105028 89 79 2.1
"304" 4 4 1 5 "frame006762_0.jpg" 1321543194.73807 "2011111715:19:54.738" 2.11117 28.939 235.278 6505.5004 2245.5324 -0.0878906 -2.18079 1.59 0 0.415039 25.9161 1 0.0105028 89 79 2.1
"305" 5 4 1 2 "frame006770_0.jpg" 1321543198.50807 "2011111715:19:58.508" 2.11229 28.8765 235.695 6505.4984 2245.5381 -0.6427 1.2085 1.548 0 0.539185 25.9161 1 0.0105028 89 79 2.1
"306" 6 4 1 7 "frame006786_0.jpg" 1321543206.06791 "2011111715:20:06.067" 1.88748 28.7579 235.684 6505.4942 2245.5493 1.06018 -0.714111 1.594 0 0.619629 25.9161 1 0.0105028 89 79 1.9
"307" 7 4 1 3 "frame006794_0.jpg" 1321543209.44795 "2011111715:20:09.447" 1.91754 28.6468 236.08 6505.4921 2245.5552 1.38977 -0.933838 1.626 0 0.64386 25.9161 1 0.0105028 89 79 1.9
"308" 8 4 1 4 "frame006803_0.jpg" 1321543213.6281 "2011111715:20:13.628" 1.89127 28.3797 236.585 6505.4896 2245.5621 0.142822 -4.87793 1.661 0 0.507812 25.9161 1 0.0105028 89 79 1.9
"309" 9 4 1 7 "frame006806_0.jpg" 1321543214.9003 "2011111715:20:14.900" 1.90079 28.2864 235.206 6505.4889 2245.5641 -0.43396 -0.714111 1.639 0 0.507812 25.9161 1 0.0105028 89 79 1.9
"310" 10 4 1 9 "frame006822_0.jpg" 1321543222.54806 "2011111715:20:22.548" 1.78589 28.0798 232.212 6505.4848 2245.5766 1.79626 -6.2677 1.666 0 0.609802 25.9161 1 0.0105028 89 79 1.8
"311" 11 4 1 2 "frame006826_0.jpg" 1321543224.24805 "2011111715:20:24.248" 1.8003 27.9016 231.427 6505.4838 2245.5793 0.510864 -2.15332 1.657 0 0.609802 25.9161 1 0.0105028 89 79 1.8
"312" 12 4 1 1 "frame006832_0.jpg" 1321543227.18812 "2011111715:20:27.188" 1.93628 27.6626 234.256 6505.4821 2245.5838 0.422974 -1.46667 1.612 0 0.559692 25.9161 1 0.0105028 89 79 1.9
"313" 13 4 1 6 "frame006835_0.jpg" 1321543228.44824 "2011111715:20:28.448" 1.92397 27.5783 233.602 6505.4814 2245.5858 -0.384521 -2.96082 1.645 0 0.564819 25.9161 1 0.0105028 89 79 1.9
"314" 14 4 1 8 "frame006843_0.jpg" 1321543232.2383 "2011111715:20:32.238" 1.93392 27.3705 232.586 6505.4793 2245.5921 0.670166 -2.80151 1.647 0 0.518372 25.9161 1 0.0105028 89 79 1.9
"315" 15 4 1 6 "frame006852_0.jpg" 1321543236.4181 "2011111715:20:36.418" 1.87897 27.1693 231.053 6505.477 2245.5988 0.845947 -0.697632 1.669 0 0.594971 25.9161 1 0.0105028 89 79 1.9
"316" 16 4 1 1 "frame006857_0.jpg" 1321543238.53798 "2011111715:20:38.537" 1.87859 27.0606 231.256 6505.4756 2245.6023 0.439453 -1.74683 1.718 0 0.648682 25.9161 1 0.0105028 89 79 1.9
"317" 17 4 1 1 "frame006866_0.jpg" 1321543242.73811 "2011111715:20:42.738" 1.88507 26.834 232.893 6505.473 2245.609 0.499878 -3.26294 1.717 0 0.629395 25.9161 1 0.0105028 89 79 1.9
"318" 18 4 1 5 "frame006874_0.jpg" 1321543246.508 "2011111715:20:46.508" 1.89777 26.703 230.201 6505.4709 2245.615 1.84021 -0.774536 1.655 0 0.594971 25.9161 1 0.0105028 89 79 1.9
"319" 19 4 1 1 "frame006878_0.jpg" 1321543248.19822 "2011111715:20:48.198" 1.97404 26.5753 233.052 6505.4698 2245.6177 -0.780029 1.08215 1.625 0 0.448486 25.9161 1 0.0105028 89 79 2
"320" 20 4 1 5 "frame006886_0.jpg" 1321543251.95823 "2011111715:20:51.958" 2.00807 26.4029 234.991 6505.4676 2245.6235 -1.69189 0.955811 1.615 0 0.653442 25.9161 1 0.0105028 89 79 2
"321" 21 4 1 1 "frame006903_0.jpg" 1321543259.60811 "2011111715:20:59.608" 2.19941 26.104 235.596 6505.4633 2245.6356 -5.05371 0.444946 1.582 0 0.629395 25.9161 1 0.0105028 89 79 2.2
"322" 22 4 1 1 "frame006914_0.jpg" 1321543264.67811 "2011111715:21:04.678" 2.14129 26.1905 235.09 6505.4604 2245.6434 -0.626221 -3.03223 1.592 0 0.409424 25.9161 1 0.0105028 89 79 2.1
"323" 23 4 1 0 "frame006953_0.jpg" 1321543282.84839 "2011111715:21:22.848" 2.3179 26.9627 234.508 6505.4499 2245.672 -2.8894 -3.35632 1.654 0 0.189819 25.9161 1 0.0105028 89 79 2.3
"324" 24 4 1 1 "frame006960_0.jpg" 1321543286.91816 "2011111715:21:26.918" 2.31001 27.1748 235.315 6505.4482 2245.6767 -1.23047 -3.46069 1.674 0 0.209473 25.9161 1 0.0105028 89 79 2.3
"325" 25 4 1 6 "frame006814_0.jpg" 1321543218.76808 "2011111715:20:18.768" 1.88232 28.1782 236.36 6505.4869 2245.5706 0.620728 -4.37805 1.6 0 0.584961 25.9161 1 0.0105028 89 79 1.9
"326" 1 4 2 1 "frame007440_0.jpg" 1321543607.48842 "2011111715:26:47.488" 2.10315 28.9903 45.8686 6505.4874 2245.4705 0.0878906 -2.005 0.96 0 0.327942 25.9161 1 0.0105028 89 79 2.1
"327" 2 4 2 7 "frame007418_0.jpg" 1321543597.28828 "2011111715:26:37.288" 2.12163 29.0713 45.9948 6505.484 2245.48 -0.20874 -0.521851 0.974 0 0.339844 25.9161 1 0.0105028 89 79 2.1
"328" 3 4 2 3 "frame007167_0.jpg" 1321543480.268 "2011111715:24:40.267" 2.22959 28.3407 46.7742 6505.4479 2245.5801 -2.36206 -3.83972 0.901 0 0.339844 25.9161 1 0.0105028 89 79 2.2
"329" 4 4 2 6 "frame007198_0.jpg" 1321543494.81808 "2011111715:24:54.818" 2.13079 28.3522 45.9998 6505.4523 2245.5678 -3.00476 -6.026 0.831 0 0.291565 25.9161 1 0.0105028 89 79 2.1
"330" 5 4 2 1 "frame007118_0.jpg" 1321543457.79813 "2011111715:24:17.798" 1.88793 28.6362 45.3129 6505.4411 2245.5988 -0.137329 -1.23047 0.826 0 0.42627 25.9161 1 0.0105028 89 79 1.9
"331" 6 4 2 4 "frame006987_0.jpg" 1321543397.49808 "2011111715:23:17.498" 2.093 29.8063 48.1581 6505.423 2245.6498 -0.889893 -0.955811 0.858 0 0.351685 25.9161 1 0.0105028 89 79 2.1
"332" 7 4 2 2 "frame007399_0.jpg" 1321543588.46162 "2011111715:26:28.461" 2.12643 29.0454 46.5551 6505.4811 2245.4884 -1.25793 -2.0929 0.959 0 0.375061 25.9161 1 0.0105028 89 79 2.1
"333" 8 4 2 0 "frame007018_0.jpg" 1321543411.818 "2011111715:23:31.817" 1.98275 29.6371 48.5042 6505.4273 2245.6376 -0.197754 -0.983276 0.877 0 0.363403 25.9161 1 0.0105028 89 79 2
"334" 9 4 2 2 "frame006995_0.jpg" 1321543401.28798 "2011111715:23:21.287" 2.1196 29.7171 47.801 6505.424 2245.6469 -1.31287 -0.906372 0.909 0 0.260559 25.9161 1 0.0105028 89 79 2.1
"335" 10 4 2 3 "frame007460_0.jpg" 1321543617.148 "2011111715:26:57.148" 2.09918 28.8874 45.9895 6505.4904 2245.4624 -0.494385 -4.37805 0.958 0 0.437439 25.9161 1 0.0105028 89 79 2.1
"336" 11 4 2 5 "frame007537_0.jpg" 1321543652.41825 "2011111715:27:32.418" 1.92016 27.8832 47.1762 6505.5027 2245.4285 0.0878906 -1.05469 1.022 0 0.528809 25.9161 1 0.0105028 89 79 1.9
"337" 12 4 2 3 "frame006978_0.jpg" 1321543393.25824 "2011111715:23:13.258" 2.1951 29.8298 48.6634 6505.4218 2245.6534 -0.466919 -5.48767 0.846 0 0.303772 25.9161 1 0.0105028 89 79 2.2
"338" 13 4 2 0 "frame007152_0.jpg" 1321543473.49819 "2011111715:24:33.498" 2.23437 28.2962 47.1203 6505.4458 2245.5858 -3.05969 1.69739 0.878 0 0.309875 25.9161 1 0.0105028 89 79 2.2
"339" 14 4 2 0 "frame007668_0.jpg" 1321543713.18918 "2011111715:28:33.189" 1.87696 25.5116 48.9069 6505.5239 2245.3706 0.703125 -3.12012 1.009 0 0.594971 25.9161 1 0.0105028 89 79 1.9
"340" 15 4 2 3 "frame007267_0.jpg" 1321543527.14828 "2011111715:25:27.148" 2.18252 28.5156 43.7203 6505.4619 2245.5407 -2.32361 -5.75134 0.752 0 0.32196 25.9161 1 0.0105028 89 79 2.2
"341" 16 4 2 4 "frame007473_0.jpg" 1321543622.75825 "2011111715:27:02.758" 2.12929 28.7823 45.572 6505.4926 2245.4563 -1.12061 -2.91687 0.955 0 0.339844 25.9161 1 0.0105028 89 79 2.1
"342" 17 4 2 3 "frame007363_0.jpg" 1321543571.55816 "2011111715:26:11.558" 2.18764 28.9016 47.4504 6505.4754 2245.5042 -1.65894 -3.35083 0.959 0 0.266785 25.9161 1 0.0105028 89 79 2.2
"343" 18 4 2 4 "frame006983_0.jpg" 1321543395.37806 "2011111715:23:15.378" 2.14327 29.8299 49.5478 6505.4224 2245.6516 -2.91138 -2.34009 0.877 0 0.442932 25.9161 1 0.0105028 89 79 2.1
"344" 19 4 2 0 "frame007319_0.jpg" 1321543551.01834 "2011111715:25:51.018" 2.16326 28.7077 45.6265 6505.469 2245.5215 -0.230713 -1.82922 0.779 0 0.202942 25.9161 1 0.0105028 89 79 2.2
"345" 20 4 2 1 "frame007202_0.jpg" 1321543496.88819 "2011111715:24:56.888" 2.13275 28.3883 46.2305 6505.4529 2245.5662 0.252686 -2.46643 0.808 0 0.266785 25.9161 1 0.0105028 89 79 2.1
"346" 21 4 2 3 "frame007519_0.jpg" 1321543644.01819 "2011111715:27:24.018" 1.93615 28.262 46.6927 6505.4998 2245.4369 0.115356 -2.13684 0.986 0 0.533997 25.9161 1 0.0105028 89 79 1.9
"347" 22 4 2 6 "frame007110_0.jpg" 1321543453.96805 "2011111715:24:13.968" 1.90123 28.7804 46.9114 6505.4399 2245.6021 0.615234 -2.13684 0.85 0 0.544312 25.9161 1 0.0105028 89 79 1.9
"348" 23 4 2 6 "frame007528_0.jpg" 1321543648.19837 "2011111715:27:28.198" 1.94573 28.0607 46.7367 6505.5012 2245.4327 0.335083 -1.3623 1.008 0 0.386597 25.9161 1 0.0105028 89 79 1.9
"349" 24 4 2 6 "frame007007_0.jpg" 1321543406.74799 "2011111715:23:26.747" 2.11503 29.6876 47.5649 6505.4259 2245.6417 -0.181274 -0.488892 0.824 0 0.375061 25.9161 1 0.0105028 89 79 2.1
"350" 25 4 2 4 "frame007391_0.jpg" 1321543584.61822 "2011111715:26:24.618" 2.15864 28.9847 46.7308 6505.4798 2245.4921 -1.99402 -2.65869 0.946 0 0.363403 25.9161 1 0.0105028 89 79 2.2
"351" 1 4 3 2 "frame007707_0.jpg" 1321543785.25817 "2011111715:29:45.258" 2.24208 27.4018 234.181 6505.487 2245.3756 -1.72485 -2.8894 1.535 0 0.163269 25.9161 1 0.0105028 90 80 2.2
"352" 2 4 3 1 "frame007710_0.jpg" 1321543786.918 "2011111715:29:46.918" 2.21925 27.4667 232.351 6505.4862 2245.3782 -1.09863 -5.34485 1.549 0 0.163269 25.9161 1 0.0105028 90 80 2.2
"353" 3 4 3 2 "frame007714_0.jpg" 1321543788.62799 "2011111715:29:48.627" 2.15567 27.5679 231.939 6505.4853 2245.3809 -2.10938 -3.30688 1.574 0 0.266785 25.9161 1 0.0105028 90 80 2.2
"354" 4 4 3 3 "frame007717_0.jpg" 1321543789.89803 "2011111715:29:49.898" 2.13604 27.6471 230.495 6505.4846 2245.383 -0.411987 -2.91687 1.592 0 0.279236 25.9161 1 0.0105028 90 80 2.1
"355" 5 4 3 4 "frame007720_0.jpg" 1321543791.59802 "2011111715:29:51.598" 2.15208 27.6822 230.566 6505.484 2245.385 -1.53259 -3.29041 1.618 0 0.247925 25.9161 1 0.0105028 90 80 2.2
"356" 6 4 3 1 "frame007723_0.jpg" 1321543792.86799 "2011111715:29:52.867" 2.17817 27.713 229.731 6505.483 2245.3878 -1.72485 -4.49341 1.643 0 0.247925 25.9161 1 0.0105028 90 80 2.2
"357" 7 4 3 2 "frame007732_0.jpg" 1321543797.06799 "2011111715:29:57.067" 2.1324 27.7925 227.369 6505.4807 2245.3948 -2.38403 -2.21924 1.665 0 0.415039 25.9161 1 0.0105028 90 80 2.1
